"head_z","head_y","l_shoulder_y","l_shoulder_z","l_arm_x","l_elbow_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_y","r_wrist_x","r_indexfinger_x","r_thumb_z","r_thumb_x","r_middlefingers_x","r_virtualhand_x","l_wrist_z","l_wrist_y","l_wrist_x","l_indexfinger_x","l_thumb_z","l_thumb_x","l_middlefingers_x","l_virtualhand_x"
"0.75","16.57","-1.27","4.62","8.13","-2.59","69.49","-11.65","-76.97","-35.38","-138.42","-57.89","69.58","-151.52","-151.78","-151.34","-151.08","-180.0","21.93","18.95","-64.31","-151.25","-152.13","-150.73","-151.25","-180.0"
"0.75","16.66","-1.36","4.62","8.04","-2.59","2.07","-0.66","-9.36","-4.09","-180.0","-57.89","64.75","-151.52","-151.78","-151.34","-151.08","-180.0","21.93","18.95","-64.31","-151.25","-152.13","-150.73","-151.25","-180.0"
