"head_z","head_y","l_shoulder_y","l_shoulder_z","l_arm_x","l_elbow_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_y","r_wrist_x","r_indexfinger_x","r_thumb_z","r_thumb_x","r_middlefingers_x","r_virtualhand_x","l_wrist_z","l_wrist_y","l_wrist_x","l_indexfinger_x","l_thumb_z","l_thumb_x","l_middlefingers_x","l_virtualhand_x"
"4.35"  ,"0.84"  ,"-43.56"      ,"1.19"        ,"7.34"   ,"78.46"    ,"43.74"       ,"-1.71"       ,"-7.87"  ,"-101.49"  ,"-5.58"    ,"23.69"    ,"108.88"   ,"119.13"        ,"-152.31"  ,"-151.43"  ,"119.31"          ,"-180.0"         ,"-23.16"   ,"105.71"   ,"12.0"     ,"119.16"        ,"-152.57"  ,"-151.08"  ,"119.25"          ,"-180.0"
"4.35"  ,"0.84"  ,"-2.07"       ,"-2.77"       ,"3.56"   ,"-3.74"    ,"10.86"       ,"-0.04"       ,"-6.46"  ,"-1.36"    ,"-10.95"   ,"23.69"    ,"119.96"   ,"-152.13"        ,"-152.31"  ,"-151.43"  ,"-152.31"          ,"-180.0"         ,"-0.04"    ,"104.57"   ,"-9.63"    ,"-151.16"        ,"-152.57"  ,"-151.08"  ,"-151.25"          ,"-180.0"
