head_z,head_y,l_shoulder_y,l_shoulder_z,l_arm_x,l_elbow_y,r_shoulder_y,r_shoulder_z,r_arm_x,r_elbow_y,r_wrist_z,r_wrist_y,r_wrist_x,r_indexfinger_x,r_thumb_z,r_thumb_x,r_middlefingers_x,r_virtualhand_x,l_wrist_z,l_wrist_y,l_wrist_x,l_indexfinger_x,l_thumb_z,l_thumb_x,l_middlefingers_x,l_virtualhand_x
1.8,-2.51,-1.89,11.12,7.43,5.58,37.58,-0.31,-3.91,-91.21,-1.0,-28.44,-122.42,120.52,-150.78,-150.34,120.08,-180,29.32,-180,47.08,-151.25,-152.13,-151.34,-150.64,-180
1.8,-2.51,-1.8,11.12,7.43,5.58,2.95,0.04,-9.1,-1.71,-1.0,-28.44,-118.81,-151.52,-151.78,-151.34,-151.08,-180,29.32,-180,47.08,-151.25,-152.13,-151.34,-150.64,-180
