"head_z","head_y","l_shoulder_y","l_shoulder_z","l_arm_x","l_elbow_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_y","r_wrist_x","r_indexfinger_x","r_thumb_z","r_thumb_x","r_middlefingers_x","r_virtualhand_x","l_wrist_z","l_wrist_y","l_wrist_x","l_indexfinger_x","l_thumb_z","l_thumb_x","l_middlefingers_x","l_virtualhand_x"
"-2.15","-2.42","-56.75","22.55","36.88","62.02","50.86","-21.14","-27.65","-62.73","-82.07","-46.99","88.75","-151.52","-151.78","-151.34","-151.08","-180.0","-108.0","20.26","-56.84","-151.25","-152.13","-150.73","-151.25","-180.0"
"-2.15","-2.24","-5.49","4.97","10.33","-5.32","0.04","1.89","-10.24","-1.63","-180.0","-46.99","82.77","-151.52","-151.78","-151.34","-151.08","-180.0","1.98","20.26","-51.47","-151.25","-152.13","-150.73","-151.25","-180.0"
